beneficiary_id,aadhaar,name,scheme,district,amount,transaction_date,withdrawn,status
B122958,899133914065,Mahesh Shah,Scholarship,Ahmedabad,5000,2023-02-16,1,SUCCESS
B122959,426724988562,Amit Joshi,PM-KISAN,Bhavnagar,2000,2024-03-03,0,SUCCESS
B122960,241488433345,Kiran Desai,Pension,Surat,3000,2023-07-30,0,SUCCESS
B122961,843204563074,Ramesh Patel,PM-KISAN,Vadodara,2000,2024-01-26,0,SUCCESS
B122962,941803273183,Kiran Desai,Pension,Vadodara,5000,2024-04-10,0,FAILED
B122963,354789384278,Amit Joshi,Pension,Rajkot,2000,2023-08-12,0,FAILED
B122964,119114717978,Kiran Desai,PM-KISAN,Bhavnagar,3000,2025-12-06,0,SUCCESS
B122965,274166617490,Mahesh S.,Pension,Bhavnagar,2000,2023-03-19,0,SUCCESS
B122966,405911830959,Suresh Patel,Scholarship,Bhavnagar,5000,2024-11-23,1,SUCCESS
B122967,405911830959,Ramesh Patel,Pension,Bhavnagar,1000,2025-11-27,1,SUCCESS
B122968,504985670352,Mahesh Shah,Pension,Ahmedabad,5000,2023-04-24,1,FAILED
B122969,963561297404,Rameshbhai Patel,PM-KISAN,Bhavnagar,3000,2024-03-01,0,SUCCESS
B122970,858172500885,Sureshbhai Patel,Scholarship,Bhavnagar,3000,2025-05-09,1,SUCCESS
B122971,863140033615,Mahesh Shah,Scholarship,Bhavnagar,2000,2024-10-31,1,FAILED
B122972,851230817499,Suresh Patel,Scholarship,Rajkot,3000,2024-09-21,1,SUCCESS
B122973,131352748103,Ramesh Patel,Scholarship,Vadodara,2000,2024-08-27,1,SUCCESS
B122974,440129852670,Amit J.,PM-KISAN,Rajkot,2000,2023-08-08,1,SUCCESS
B122975,350885144047,Kiranben Desai,PM-KISAN,Rajkot,1000,2023-08-07,1,FAILED
B122976,826329281803,Kiran Desai,Pension,Vadodara,3000,2023-09-22,0,FAILED
B122977,306865894282,Ramesh Patel,PM-KISAN,Ahmedabad,2000,2025-05-27,1,FAILED
B122978,311385407759,Kiran Desai,Pension,Vadodara,1000,2025-12-17,1,SUCCESS
B122979,879022861418,Kiran Desai,Scholarship,Bhavnagar,2000,2023-08-05,0,FAILED
B122980,309765791228,Ramesh Ptl,Scholarship,Surat,1000,2025-11-17,0,SUCCESS
B122981,902343060584,Kiran Desai,Scholarship,Surat,3000,2025-03-06,1,FAILED
B122982,796071997505,Suresh Patel,Scholarship,Surat,1000,2023-12-18,1,FAILED
B122983,575412253515,Amit Joshi,Scholarship,Ahmedabad,5000,2023-09-17,0,SUCCESS
B122984,291949805295,Amit Joshi,Scholarship,Bhavnagar,5000,2023-03-07,1,FAILED
B122985,381769543314,Ramesh Patel,Pension,Rajkot,3000,2025-08-30,1,FAILED
B122986,442012441836,Ramesh Patel,PM-KISAN,Bhavnagar,2000,2023-02-12,1,SUCCESS
B122987,946108684280,Kiran Desai,Pension,Rajkot,3000,2025-10-11,0,SUCCESS
B122988,711252547913,Kiran Desai,Scholarship,Surat,5000,2023-10-04,1,SUCCESS
B122989,784971027602,Kiran Desai,Scholarship,Ahmedabad,1000,2024-12-26,1,SUCCESS
B122990,576821126592,Amitbhai Joshi,PM-KISAN,Rajkot,1000,2024-07-21,0,FAILED
B122991,992822585321,Kiran Desai,PM-KISAN,Ahmedabad,2000,2023-11-07,0,SUCCESS
B122992,569449874474,Amit Joshi,PM-KISAN,Bhavnagar,2000,2025-01-22,0,FAILED
B122993,130509474939,Mahesh Shah,Scholarship,Ahmedabad,2000,2024-10-23,1,SUCCESS
B122994,656533446401,Kiran Desai,Scholarship,Rajkot,5000,2025-05-13,1,FAILED
B122995,474586635394,Sureshbhai Patel,Pension,Surat,1000,2025-09-02,0,FAILED
B122996,227992129243,Mahesh Shah,Pension,Vadodara,1000,2024-01-03,1,FAILED
B122997,589756530889,Amitbhai Joshi,PM-KISAN,Surat,1000,2023-01-22,0,FAILED
B122998,971084495439,Suresh Patel,Pension,Ahmedabad,2000,2024-08-18,0,SUCCESS
B122999,836977732960,Kiran Desai,PM-KISAN,Surat,2000,2024-09-23,1,FAILED
B123000,545644729622,Maheshbhai Shah,Pension,Vadodara,2000,2024-11-20,1,FAILED
B123001,956711251948,Ramesh Patel,Scholarship,Vadodara,3000,2025-09-11,0,SUCCESS
B123002,886010295763,Kiran D.,Pension,Bhavnagar,2000,2023-05-09,0,FAILED
B123003,184520592579,Mahesh Shah,Pension,Surat,3000,2023-01-22,0,SUCCESS
B123004,865470081516,Amit Joshi,PM-KISAN,Ahmedabad,1000,2025-05-11,1,FAILED
B123005,900360478327,Amitbhai Joshi,PM-KISAN,Surat,1000,2024-09-24,1,FAILED
B123006,873676458516,Kiran D.,Pension,Bhavnagar,2000,2025-09-21,1,SUCCESS
B123007,854124599143,Mahesh Shah,Pension,Surat,2000,2024-03-07,1,FAILED
B123008,188766868327,Ramesh Patel,Pension,Ahmedabad,3000,2024-06-11,1,FAILED
B123009,159437476303,Mahesh Shah,Scholarship,Vadodara,1000,2023-07-14,1,SUCCESS
B123010,644202301979,Mahesh Shah,PM-KISAN,Bhavnagar,3000,2024-05-12,0,SUCCESS
B123011,920781890679,Amit Joshi,Scholarship,Surat,2000,2025-10-11,0,FAILED
B123012,565834045831,Rmsh Patel,Scholarship,Rajkot,5000,2024-01-17,0,SUCCESS
B123013,194048583551,Mahesh Shah,PM-KISAN,Rajkot,1000,2024-03-28,1,SUCCESS
B123014,196257878056,Suresh Patel,PM-KISAN,Bhavnagar,1000,2023-03-29,0,FAILED
B123015,860740535984,Amit Joshi,PM-KISAN,Ahmedabad,2000,2024-08-31,0,FAILED
B123016,744886858065,Mahesh Shah,PM-KISAN,Bhavnagar,5000,2023-03-23,1,SUCCESS
B123017,165407849303,Mahesh Shah,PM-KISAN,Rajkot,5000,2023-05-30,1,FAILED
B123018,179967819619,Ramesh Patel,Scholarship,Vadodara,3000,2025-12-30,1,SUCCESS
B123019,177650939501,Maheshbhai Shah,PM-KISAN,Rajkot,2000,2024-03-31,1,FAILED
B123020,990897386731,Kiran Desai,Pension,Ahmedabad,2000,2024-05-24,0,SUCCESS
B123021,512808547403,Kiran Desai,Pension,Surat,5000,2025-10-15,0,FAILED
B123022,596585398831,Amit Joshi,Scholarship,Surat,1000,2024-05-10,0,SUCCESS
B123023,100510335176,Mahesh Shah,Pension,Bhavnagar,2000,2024-02-29,0,SUCCESS
B123024,730743149525,Suresh Patel,PM-KISAN,Surat,2000,2025-12-08,0,SUCCESS
B123025,432811442502,Amit J.,Pension,Rajkot,2000,2025-10-22,0,FAILED
B123026,418215117443,Ramesh Patel,Scholarship,Bhavnagar,3000,2025-10-09,1,FAILED
B123027,573582291804,Kiran Desai,Scholarship,Bhavnagar,2000,2023-08-28,1,SUCCESS
B123028,319199940246,Rameshbhai Patel,Pension,Bhavnagar,3000,2024-01-16,0,SUCCESS
B123029,400493222461,Kiran D.,Pension,Vadodara,3000,2023-11-02,0,FAILED
B123030,987672495876,Kiran Desai,Scholarship,Ahmedabad,5000,2025-03-05,0,FAILED
B123031,439045270104,Kiran Desai,Scholarship,Vadodara,5000,2025-12-01,1,SUCCESS
B123032,923040845460,Kiran Desai,Scholarship,Vadodara,1000,2024-10-28,0,SUCCESS
B123033,757459454588,Suresh Ptl,Scholarship,Rajkot,1000,2024-04-30,0,FAILED
B123034,680698455603,Kiran Desai,Scholarship,Surat,2000,2023-02-17,0,FAILED
B123035,619538190499,Kiran Desai,Pension,Surat,3000,2024-09-16,0,FAILED
B123036,199687819934,Suresh Patel,PM-KISAN,Ahmedabad,5000,2025-05-19,1,SUCCESS
B123037,763266966996,Suresh Patel,Pension,Vadodara,2000,2023-09-20,0,FAILED
B123038,335967937666,Suresh Patel,PM-KISAN,Ahmedabad,2000,2025-09-06,1,SUCCESS
B123039,689892672022,Kiran Desai,Scholarship,Surat,2000,2025-07-20,1,FAILED
B123040,803728963421,Ramesh Patel,PM-KISAN,Rajkot,1000,2025-03-29,0,FAILED
B123041,349356772861,Suresh Ptl,PM-KISAN,Vadodara,3000,2024-09-10,1,SUCCESS
B123042,941049494112,Suresh Patel,Pension,Rajkot,5000,2024-11-26,1,SUCCESS
B123043,777990304284,Maheshbhai Shah,Pension,Vadodara,2000,2024-03-05,0,FAILED
B123044,214859459207,Amit Joshi,Pension,Bhavnagar,3000,2024-05-14,0,FAILED
B123045,614215240532,Kiran Desai,Pension,Vadodara,5000,2025-02-17,1,SUCCESS
B123046,120998705990,Kiran Desai,PM-KISAN,Surat,3000,2024-01-17,1,SUCCESS
B123047,591425156444,Mahesh Shah,PM-KISAN,Rajkot,5000,2025-11-29,0,FAILED
B123048,779329093282,Suresh Ptl,PM-KISAN,Bhavnagar,3000,2024-03-08,1,SUCCESS
B123049,892489426424,Amit Joshi,Scholarship,Ahmedabad,3000,2025-06-07,1,SUCCESS
B123050,593022158087,Kiran Desai,PM-KISAN,Vadodara,3000,2024-07-26,0,SUCCESS
B123051,608550580224,Mahesh Shah,Scholarship,Vadodara,3000,2024-01-12,0,FAILED
B123052,164008944008,Amit Joshi,Scholarship,Rajkot,3000,2023-05-18,0,SUCCESS
B123053,979395672933,Kiran Desai,PM-KISAN,Surat,5000,2025-12-15,1,FAILED
B123054,835229416186,Ramesh Patel,Scholarship,Rajkot,5000,2024-11-28,1,FAILED
B123055,895148570980,Suresh Patel,Pension,Bhavnagar,1000,2023-01-19,1,SUCCESS
B123056,308110311091,Amit Joshi,PM-KISAN,Ahmedabad,3000,2024-09-18,1,FAILED
B123057,988794498468,Mahesh Shah,Scholarship,Vadodara,2000,2024-11-23,1,FAILED
B123058,195283028535,Suresh Patel,Scholarship,Rajkot,2000,2025-01-01,1,SUCCESS
B123059,697166163453,Mahesh Shah,PM-KISAN,Surat,1000,2023-03-30,0,FAILED
B123060,172993821834,Mahesh Shah,PM-KISAN,Surat,1000,2025-07-25,0,FAILED
B123061,300246665561,Kiranben Desai,Scholarship,Surat,1000,2025-02-10,0,SUCCESS
B123062,949492111563,Ramesh Patel,Scholarship,Bhavnagar,2000,2023-07-17,0,SUCCESS
B123063,673073649265,Ramesh Patel,PM-KISAN,Bhavnagar,1000,2024-12-16,0,FAILED
B123064,790515034082,Mahesh Shah,Scholarship,Surat,2000,2023-07-17,1,FAILED
B123065,365851915964,Amit J.,Scholarship,Surat,2000,2023-08-11,0,FAILED
B123066,831905403102,Ramesh Patel,Pension,Bhavnagar,2000,2025-09-23,1,SUCCESS
B123067,339945254334,Suresh Patel,PM-KISAN,Bhavnagar,5000,2025-04-11,0,SUCCESS
B123068,662017734775,Kiranben Desai,Scholarship,Surat,3000,2025-04-14,1,FAILED
B123069,813766091584,Ramesh Patel,Pension,Rajkot,3000,2023-03-12,0,SUCCESS
B123070,265227601356,Ramesh Patel,PM-KISAN,Surat,3000,2024-08-04,0,SUCCESS
B123071,261043977071,Amitbhai Joshi,Scholarship,Surat,5000,2024-06-28,0,FAILED
B123072,456718862695,Ramesh Patel,Pension,Rajkot,2000,2025-08-10,1,SUCCESS
B123073,224829109603,Ramesh Ptl,PM-KISAN,Ahmedabad,3000,2025-11-03,1,SUCCESS
B123074,217204293924,Ramesh Patel,PM-KISAN,Vadodara,3000,2025-05-28,0,FAILED
B123075,185891258806,Mahesh Shah,Scholarship,Bhavnagar,5000,2024-02-13,1,FAILED
B123076,560493859232,Mahesh Shah,PM-KISAN,Rajkot,1000,2023-05-01,1,FAILED
B123077,123239336824,Amit Joshi,Scholarship,Rajkot,5000,2023-10-22,1,SUCCESS
B123078,136296689029,Amit Joshi,PM-KISAN,Bhavnagar,3000,2024-08-16,1,SUCCESS
B123079,694708712690,Suresh Patel,Pension,Surat,1000,2024-09-05,0,FAILED
B123080,753029127912,Mahesh Shah,PM-KISAN,Vadodara,1000,2024-07-21,0,FAILED
B123081,924799107247,Amit Joshi,Scholarship,Surat,5000,2023-09-25,0,SUCCESS
B123082,402151400368,Kiran Desai,PM-KISAN,Ahmedabad,3000,2025-01-24,1,SUCCESS
B123083,678545579651,Ramesh Ptl,PM-KISAN,Vadodara,2000,2025-06-18,1,FAILED
B123084,971919089503,Kiranben Desai,PM-KISAN,Rajkot,5000,2024-09-25,0,SUCCESS
B123085,244517518720,Mahesh Shah,PM-KISAN,Ahmedabad,2000,2025-09-06,0,FAILED
B123086,272805402313,Rameshbhai Patel,PM-KISAN,Surat,5000,2024-10-19,0,SUCCESS
B123087,985665656854,Suresh Patel,Scholarship,Surat,1000,2023-06-16,1,FAILED
B123088,969432579398,Ramesh Patel,Pension,Bhavnagar,5000,2023-12-08,1,FAILED
B123089,117621089102,Kiran Desai,Pension,Rajkot,1000,2025-02-01,0,FAILED
B123090,180652342233,Suresh Patel,Scholarship,Ahmedabad,1000,2024-01-12,0,SUCCESS
B123091,743122825766,Mahesh Shah,Scholarship,Rajkot,2000,2025-09-21,0,FAILED
B123092,400404624202,Amit Joshi,PM-KISAN,Rajkot,1000,2025-10-29,0,SUCCESS
B123093,412268078535,Kiran Desai,Pension,Vadodara,3000,2023-04-29,0,FAILED
B123094,330549977188,Amit Joshi,PM-KISAN,Bhavnagar,3000,2025-01-17,0,FAILED
B123095,783405300385,Kiran Desai,PM-KISAN,Rajkot,3000,2023-03-28,0,SUCCESS
B123096,687038163909,Mahesh Shah,Scholarship,Rajkot,3000,2024-06-01,1,FAILED
B123097,693101354470,Suresh Patel,Pension,Surat,2000,2024-09-05,1,FAILED
B123098,917671996661,Suresh Patel,PM-KISAN,Surat,3000,2024-04-03,1,SUCCESS
B123099,487320950560,Kiran Desai,Scholarship,Bhavnagar,1000,2024-07-18,0,SUCCESS
B123100,187447825691,Ramesh Patel,Pension,Vadodara,5000,2025-11-21,1,FAILED
B123101,834149804756,Rmsh Patel,PM-KISAN,Ahmedabad,3000,2023-11-02,1,FAILED
B123102,771402668332,Suresh Patel,Scholarship,Surat,3000,2023-05-03,1,FAILED
B123103,884215538300,Mahesh Shah,Pension,Surat,5000,2024-05-04,0,SUCCESS
B123104,503616233995,Kiran Desai,Scholarship,Rajkot,5000,2024-03-24,1,SUCCESS
B123105,613572043304,Mahesh Shah,Scholarship,Surat,5000,2025-11-09,0,SUCCESS
B123106,843013884032,Mahesh Shah,Scholarship,Ahmedabad,3000,2025-06-21,1,SUCCESS
B123107,943817538143,Suresh Patel,Pension,Vadodara,5000,2023-10-08,1,FAILED
B123108,148875973300,Amit Joshi,Pension,Ahmedabad,1000,2024-08-19,0,SUCCESS
B123109,508669964495,Kiran Desai,Pension,Vadodara,5000,2024-06-04,1,FAILED
B123110,949781160543,Amit Joshi,PM-KISAN,Vadodara,3000,2025-05-25,0,SUCCESS
B123111,790850325110,Kiran Desai,Scholarship,Rajkot,5000,2023-10-11,1,FAILED
B123112,845985110103,Suresh Patel,Pension,Surat,3000,2024-08-13,0,SUCCESS
B123113,332237922368,Mahesh Shah,PM-KISAN,Rajkot,2000,2023-10-24,1,SUCCESS
B123114,127961661034,Kiran D.,Scholarship,Vadodara,2000,2023-09-07,1,FAILED
B123115,878725256012,Kiran Desai,PM-KISAN,Bhavnagar,3000,2025-05-11,1,FAILED
B123116,488177359704,Ramesh Patel,Scholarship,Bhavnagar,1000,2023-06-18,1,SUCCESS
B123117,727083663535,Mahesh Shah,PM-KISAN,Rajkot,5000,2023-12-22,1,SUCCESS
B123118,431769490893,Kiran Desai,PM-KISAN,Surat,5000,2025-05-26,1,FAILED
B123119,396804062097,Ramesh Patel,Pension,Bhavnagar,2000,2023-03-01,1,FAILED
B123120,577557411777,Rmsh Patel,Pension,Surat,3000,2024-11-25,0,FAILED
B123121,720412556940,Ramesh Patel,Scholarship,Bhavnagar,5000,2024-01-31,0,SUCCESS
B123122,908000863200,Amit Joshi,Pension,Surat,3000,2023-05-07,0,SUCCESS
B123123,888068606977,Sureshbhai Patel,Pension,Vadodara,1000,2024-02-10,1,SUCCESS
B123124,709003016961,Kiran Desai,Scholarship,Rajkot,2000,2023-01-29,1,FAILED
B123125,390614204547,Ramesh Ptl,Pension,Surat,2000,2024-01-11,1,FAILED
B123126,414003602652,Amit Joshi,PM-KISAN,Surat,3000,2025-10-30,1,FAILED
B123127,293894534455,Ramesh Patel,Pension,Rajkot,3000,2024-11-03,0,FAILED
B123128,636114584096,Amit Joshi,PM-KISAN,Ahmedabad,5000,2024-04-15,1,FAILED
B123129,962330657903,Suresh Patel,Pension,Vadodara,3000,2023-10-16,0,FAILED
B123130,975306099925,Kiranben Desai,Pension,Vadodara,1000,2023-04-20,0,SUCCESS
B123131,770155063028,Amit Joshi,PM-KISAN,Vadodara,2000,2025-09-16,1,SUCCESS
B123132,293157766460,Suresh Patel,Pension,Ahmedabad,3000,2023-05-21,1,SUCCESS
B123133,638990382017,Amit Joshi,Scholarship,Ahmedabad,1000,2024-08-22,0,SUCCESS
B123134,923903951738,Suresh Patel,Pension,Bhavnagar,3000,2024-07-08,0,SUCCESS
B123135,777329995042,Ramesh Ptl,Pension,Rajkot,2000,2023-11-01,1,SUCCESS
B123136,378125123222,Suresh Patel,Pension,Rajkot,3000,2023-09-05,1,FAILED
B123137,841903873975,Amit Joshi,PM-KISAN,Surat,1000,2023-11-11,0,SUCCESS
B123138,913613608990,Amit Joshi,PM-KISAN,Surat,5000,2025-07-01,0,SUCCESS
B123139,677228494491,Amit Joshi,Scholarship,Surat,2000,2024-03-31,0,FAILED
B123140,556209701284,Suresh Patel,PM-KISAN,Rajkot,1000,2024-09-30,0,SUCCESS
B123141,603495269466,Ramesh Patel,Scholarship,Surat,5000,2024-01-25,0,SUCCESS
B123142,422935962240,Mahesh Shah,Pension,Ahmedabad,5000,2024-03-29,0,SUCCESS
B123143,849121463582,Amitbhai Joshi,PM-KISAN,Surat,1000,2025-05-28,0,SUCCESS
B123144,569462246764,Ramesh Patel,Pension,Surat,2000,2023-10-15,0,FAILED
B123145,407531676633,Ramesh Patel,Pension,Vadodara,1000,2023-01-03,1,SUCCESS
B123146,790484461892,Amit J.,PM-KISAN,Vadodara,5000,2025-03-06,1,FAILED
B123147,869902014688,Ramesh Patel,Scholarship,Vadodara,3000,2024-06-30,1,FAILED
B123148,241659946708,Kiran Desai,PM-KISAN,Ahmedabad,5000,2024-12-29,1,FAILED
B123149,466864516272,Kiran D.,Pension,Surat,1000,2024-05-17,1,FAILED
B123150,929137265108,Ramesh Patel,Scholarship,Rajkot,5000,2023-10-05,1,FAILED
B123151,576005437808,Ramesh Ptl,PM-KISAN,Surat,5000,2023-08-26,0,SUCCESS
B123152,969730576038,Ramesh Patel,Scholarship,Bhavnagar,5000,2023-09-20,0,SUCCESS
B123153,804809817296,Ramesh Patel,Pension,Surat,1000,2024-02-07,0,FAILED
B123154,822302575087,Mahesh Shah,PM-KISAN,Rajkot,2000,2023-02-05,0,FAILED
B123155,192729551699,Sureshbhai Patel,Scholarship,Rajkot,1000,2025-08-24,0,FAILED
B123156,121657682469,Suresh Patel,Scholarship,Rajkot,5000,2023-09-10,1,SUCCESS
B123157,387996095506,Amit Joshi,PM-KISAN,Bhavnagar,5000,2024-11-02,1,SUCCESS
B123158,242158614393,Rameshbhai Patel,Pension,Ahmedabad,3000,2024-09-07,0,SUCCESS
B123159,323903502098,Ramesh Ptl,Pension,Vadodara,5000,2023-05-10,0,SUCCESS
B123160,884664939378,Ramesh Patel,Scholarship,Ahmedabad,3000,2025-04-23,0,SUCCESS
B123161,622771191965,Kiran Desai,Scholarship,Rajkot,1000,2024-01-21,0,FAILED
B123162,454680590753,Mahesh Shah,PM-KISAN,Ahmedabad,5000,2024-01-24,0,SUCCESS
B123163,315493012027,Ramesh Patel,PM-KISAN,Ahmedabad,1000,2025-04-03,0,SUCCESS
B123164,686210364484,Amitbhai Joshi,Pension,Surat,3000,2024-03-25,0,FAILED
B123165,132227855162,Suresh Patel,Scholarship,Vadodara,3000,2025-07-22,0,SUCCESS
B123166,514770057357,Mahesh Shah,PM-KISAN,Rajkot,3000,2023-07-31,1,SUCCESS
B123167,876117273948,Kiran Desai,PM-KISAN,Vadodara,1000,2025-12-28,0,SUCCESS
B123168,553216104131,Ramesh Ptl,Scholarship,Vadodara,5000,2025-06-28,1,SUCCESS
B123169,432296582614,Suresh Patel,PM-KISAN,Ahmedabad,3000,2024-08-12,0,FAILED
B123170,291767724806,Ramesh Ptl,Scholarship,Rajkot,1000,2023-03-18,1,SUCCESS
B123171,726029933792,Ramesh Patel,PM-KISAN,Surat,5000,2025-11-24,0,SUCCESS
B123172,733959179290,Amit Joshi,Pension,Surat,1000,2025-03-30,0,SUCCESS
B123173,136374370612,Amitbhai Joshi,Scholarship,Bhavnagar,3000,2024-10-14,1,SUCCESS
B123174,688056339249,Sureshbhai Patel,Pension,Vadodara,5000,2023-01-06,0,FAILED
B123175,215832316107,Suresh Patel,PM-KISAN,Vadodara,2000,2025-10-27,0,SUCCESS
B123176,601519402831,Mahesh Shah,Scholarship,Surat,1000,2023-12-15,0,SUCCESS
B123177,585504921788,Amit Joshi,Scholarship,Bhavnagar,5000,2025-07-14,0,SUCCESS
B123178,988520455015,Mahesh Shah,Pension,Bhavnagar,1000,2023-07-03,1,SUCCESS
B123179,418667483312,Ramesh Patel,Pension,Rajkot,5000,2024-06-19,0,SUCCESS
B123180,719865002549,Amit Joshi,Scholarship,Vadodara,2000,2024-06-07,0,SUCCESS
B123181,310680563856,Mahesh Shah,Scholarship,Rajkot,5000,2024-12-02,1,FAILED
B123182,690793348094,Amit Joshi,Scholarship,Ahmedabad,5000,2024-04-28,1,SUCCESS
B123183,558094145495,Kiranben Desai,Pension,Vadodara,5000,2024-11-06,0,SUCCESS
B123184,232585301796,Suresh Ptl,Scholarship,Bhavnagar,1000,2023-05-28,0,SUCCESS
B123185,380254746762,Kiran D.,PM-KISAN,Vadodara,1000,2024-07-18,1,SUCCESS
B123186,868001193273,Kiran Desai,Pension,Bhavnagar,3000,2024-01-16,0,SUCCESS
B123187,357109840032,Kiran Desai,PM-KISAN,Bhavnagar,5000,2025-04-15,1,SUCCESS
B123188,570060562455,Amit J.,Scholarship,Bhavnagar,2000,2023-11-07,1,SUCCESS
B123189,141245755076,Ramesh Patel,PM-KISAN,Vadodara,3000,2024-05-10,0,SUCCESS
B123190,994847578644,Suresh Patel,Scholarship,Bhavnagar,1000,2024-06-08,1,SUCCESS
B123191,997255239475,Ramesh Patel,PM-KISAN,Bhavnagar,1000,2025-06-11,0,SUCCESS
B123192,872994545264,Kiran Desai,PM-KISAN,Vadodara,3000,2025-04-29,0,FAILED
B123193,736958468896,Mahesh Shah,Scholarship,Surat,2000,2025-02-03,1,SUCCESS
B123194,922769023156,Amit Joshi,PM-KISAN,Rajkot,3000,2023-08-16,0,FAILED
B123195,600917446854,Suresh Patel,Scholarship,Rajkot,2000,2024-02-15,0,SUCCESS
B123196,562298011940,Kiran Desai,PM-KISAN,Bhavnagar,1000,2025-10-04,0,FAILED
B123197,878149209621,Mahesh Shah,Scholarship,Rajkot,5000,2024-01-06,0,SUCCESS
B123198,233157450957,Amit Joshi,PM-KISAN,Vadodara,1000,2023-08-30,0,SUCCESS
B123199,883419311898,Suresh Patel,PM-KISAN,Vadodara,5000,2023-07-21,0,FAILED
B123200,901397215491,Kiran Desai,Scholarship,Rajkot,5000,2025-02-04,1,FAILED
B123201,335326666379,Amit Joshi,Scholarship,Surat,3000,2024-03-17,1,SUCCESS
B123202,890430216991,Rameshbhai Patel,PM-KISAN,Surat,5000,2025-06-13,0,SUCCESS
B123203,282987215504,Mahesh Shah,Scholarship,Vadodara,1000,2023-08-07,1,FAILED
B123204,811388009463,Kiran Desai,PM-KISAN,Ahmedabad,5000,2025-06-14,1,FAILED
B123205,872593945048,Suresh Patel,PM-KISAN,Vadodara,2000,2023-10-10,1,SUCCESS
B123206,145047375347,Rmsh Patel,Scholarship,Surat,5000,2024-09-04,0,SUCCESS
B123207,710936421070,Kiran Desai,Scholarship,Rajkot,5000,2025-07-30,0,FAILED
B123208,956042611176,Kiran Desai,Pension,Surat,5000,2023-03-26,0,SUCCESS
B123209,845238239350,Mahesh Shah,Pension,Vadodara,5000,2023-08-19,1,SUCCESS
B123210,993502070233,Suresh Patel,Pension,Surat,3000,2024-04-16,0,SUCCESS
B123211,297855937905,Ramesh Patel,Scholarship,Ahmedabad,3000,2025-06-21,1,FAILED
B123212,308285842390,Maheshbhai Shah,Pension,Vadodara,2000,2025-06-25,0,SUCCESS
B123213,729476125239,Rameshbhai Patel,PM-KISAN,Rajkot,2000,2024-06-01,0,SUCCESS
B123214,655583618474,Kiran Desai,Pension,Bhavnagar,2000,2023-12-19,0,FAILED
B123215,940153646831,Kiran Desai,Pension,Bhavnagar,5000,2025-05-22,0,FAILED
B123216,714348367393,Suresh Patel,PM-KISAN,Surat,2000,2024-10-22,0,SUCCESS
B123217,103116958083,Mahesh Shah,PM-KISAN,Ahmedabad,3000,2023-07-14,1,SUCCESS
B123218,213060011633,Mahesh Shah,PM-KISAN,Vadodara,1000,2024-04-03,0,FAILED
B123219,417698363263,Suresh Patel,Scholarship,Ahmedabad,3000,2025-01-29,0,SUCCESS
B123220,953701778088,Amit Joshi,PM-KISAN,Rajkot,5000,2023-04-29,1,SUCCESS
B123221,528776077692,Mahesh Shah,Pension,Bhavnagar,1000,2024-09-21,0,FAILED
B123222,412459865230,Kiranben Desai,Scholarship,Bhavnagar,3000,2025-07-27,1,SUCCESS
B123223,183358504315,Mahesh Shah,PM-KISAN,Vadodara,5000,2024-03-15,1,FAILED
B123224,659138094961,Amit Joshi,Scholarship,Bhavnagar,1000,2024-07-03,1,FAILED
B123225,211135246036,Ramesh Patel,Pension,Bhavnagar,1000,2023-06-30,0,SUCCESS
B123226,608507138894,Kiran Desai,Scholarship,Rajkot,5000,2024-02-27,1,FAILED
B123227,211018226210,Ramesh Patel,Scholarship,Rajkot,5000,2024-05-04,0,FAILED
B123228,707275953436,Kiran Desai,Scholarship,Vadodara,1000,2024-08-31,1,FAILED
B123229,485620998441,Kiran Desai,Pension,Surat,2000,2024-02-03,1,SUCCESS
B123230,917966567846,Kiran Desai,Pension,Rajkot,1000,2024-04-02,0,FAILED
B123231,339197206086,Amit Joshi,Scholarship,Bhavnagar,5000,2025-05-01,0,SUCCESS
B123232,133782251893,Ramesh Ptl,Pension,Rajkot,2000,2025-10-09,0,FAILED
B123233,818852282211,Suresh Patel,PM-KISAN,Surat,2000,2025-05-29,1,SUCCESS
B123234,585789697902,Ramesh Ptl,Scholarship,Ahmedabad,5000,2024-09-14,1,FAILED
B123235,278482989913,Suresh Patel,Scholarship,Surat,2000,2023-10-09,1,FAILED
B123236,850573232377,Kiran Desai,Pension,Bhavnagar,5000,2023-07-01,0,FAILED
B123237,155474135057,Suresh Patel,Pension,Bhavnagar,5000,2024-12-07,0,SUCCESS
B123238,168537422604,Suresh Patel,Scholarship,Bhavnagar,3000,2023-05-26,1,SUCCESS
B123239,512677065420,Suresh Patel,Scholarship,Bhavnagar,5000,2023-04-27,1,SUCCESS
B123240,248974240702,Suresh Patel,PM-KISAN,Ahmedabad,3000,2025-06-23,1,SUCCESS
B123241,102735921281,Mahesh Shah,PM-KISAN,Vadodara,5000,2025-12-23,0,SUCCESS
B123242,819184055337,Kiran Desai,Scholarship,Rajkot,1000,2023-01-13,0,SUCCESS
B123243,844063020416,Maheshbhai Shah,PM-KISAN,Vadodara,2000,2025-06-28,0,SUCCESS
B123244,929427558120,Kiran D.,Pension,Ahmedabad,2000,2023-06-25,1,SUCCESS
B123245,888206331622,Mahesh Shah,Scholarship,Ahmedabad,1000,2025-07-17,1,SUCCESS
B123246,890614487188,Rmsh Patel,Pension,Ahmedabad,5000,2024-01-17,1,FAILED
B123247,935536433298,Mahesh Shah,PM-KISAN,Bhavnagar,3000,2024-04-30,0,FAILED
